id_x,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count,id_y,season,sentiment
27226,92,128,Twelve-year-old: (AWESTRUCK) It's Hammer!,636000,true,1319,82.0,Twelve-year-old,Herman's Military Antiques,It's Hammer!,its hammer,2,92,5,
27227,92,129,Homer Simpson: (THROUGH MEGAPHONE) Return to your homes and places of businesses!,639000,true,2,82.0,Homer Simpson,Herman's Military Antiques,Return to your homes and places of businesses!,return to your homes and places of businesses,8,92,5,
27228,92,130,"Homer Simpson: Hey you, where'd you get that saxophone?",645000,true,2,82.0,Homer Simpson,Herman's Military Antiques,"Hey you, where'd you get that saxophone?",hey you whered you get that saxophone,7,92,5,
27229,92,131,Student: (INNOCENTLY) Sears.,657000,true,453,82.0,Student,Herman's Military Antiques,Sears.,sears,1,92,5,
27230,92,132,Homer Simpson: Get him!,659000,true,2,82.0,Homer Simpson,Herman's Military Antiques,Get him!,get him,2,92,5,
27231,92,133,(Suburban Home: Ext. suburban home),663000,false,,529.0,,Suburban Home,,,,92,5,
27232,92,134,Homer Simpson: No burning leaves without a permit!,663000,true,2,529.0,Homer Simpson,Suburban Home,No burning leaves without a permit!,no burning leaves without a permit,6,92,5,
27233,92,135,Man: I got one.,666000,true,311,529.0,Man,Suburban Home,I got one.,i got one,3,92,5,
27234,92,136,Homer Simpson: Too late.,666000,true,2,529.0,Homer Simpson,Suburban Home,Too late.,too late,2,92,5,
27235,92,137,"Homer Simpson: You better have a good reason for doing that, boy.",673000,true,2,529.0,Homer Simpson,Suburban Home,"You better have a good reason for doing that, boy.",you better have a good reason for doing that boy,10,92,5,
27236,92,138,Jimbo Jones: It makes me feel like a big man.,678000,true,144,529.0,Jimbo Jones,Suburban Home,It makes me feel like a big man.,it makes me feel like a big man,8,92,5,
27242,92,144,Homer Simpson: You're in. Here's the sack.,693000,true,2,529.0,Homer Simpson,Suburban Home,You're in. Here's the sack.,youre in heres the sack,5,92,5,
27243,92,145,Moe Szyslak: (GRUFFLY) But you gotta supply your own knobs.,696000,true,17,529.0,Moe Szyslak,Suburban Home,But you gotta supply your own knobs.,but you gotta supply your own knobs,7,92,5,
27244,92,146,(Simpson Home: Int. Simpson house - Dining room - evening),698000,false,,5.0,,Simpson Home,,,,92,5,
27245,92,147,"Homer Simpson: So I said to him, ""Look buddy, your car was upside down when we got here. And as for your Grandma, she shouldn't have mouthed off like that.""",698000,true,2,5.0,Homer Simpson,Simpson Home,"So I said to him, ""Look buddy, your car was upside down when we got here. And as for your Grandma, she shouldn't have mouthed off like that.""",so i said to him look buddy your car was upside down when we got here and as for your grandma she shouldnt have mouthed off like that,28,92,5,
27246,92,148,"Lisa Simpson: (INTERRUPTING) Dad, don't you see you're abusing your power like all vigilantes? I mean, if you're the police, who will police the police?",703000,true,9,5.0,Lisa Simpson,Simpson Home,"Dad, don't you see you're abusing your power like all vigilantes? I mean, if you're the police, who will police the police?",dad dont you see youre abusing your power like all vigilantes i mean if youre the police who will police the police,22,92,5,
27247,92,149,Homer Simpson: I 'unno. Coast Guard?,714000,true,2,5.0,Homer Simpson,Simpson Home,I 'unno. Coast Guard?,i unno coast guard,4,92,5,
27248,92,150,"Marge Simpson: Homer, wasn't the whole point to catch the cat burglar?",716000,true,1,5.0,Marge Simpson,Simpson Home,"Homer, wasn't the whole point to catch the cat burglar?",homer wasnt the whole point to catch the cat burglar,10,92,5,
27249,92,151,Lisa Simpson: And I still don't have my saxophone.,719000,true,9,5.0,Lisa Simpson,Simpson Home,And I still don't have my saxophone.,and i still dont have my saxophone,7,92,5,
27250,92,152,"Homer Simpson: Lisa, the mob is working on getting your saxophone back, but we've also expanded into other important areas.",721000,true,2,5.0,Homer Simpson,Simpson Home,"Lisa, the mob is working on getting your saxophone back, but we've also expanded into other important areas.",lisa the mob is working on getting your saxophone back but weve also expanded into other important areas,18,92,5,
27251,92,153,Homer Simpson: (READING) Literacy programs... preserving our beloved covered bridges... world domination...,727000,true,2,5.0,Homer Simpson,Simpson Home,Literacy programs... preserving our beloved covered bridges... world domination...,literacy programs preserving our beloved covered bridges world domination,9,92,5,
27252,92,154,Lisa Simpson: World domination?,733000,true,9,5.0,Lisa Simpson,Simpson Home,World domination?,world domination,2,92,5,
27253,92,155,"Homer Simpson: Oh, that might be a typo.",733000,true,2,5.0,Homer Simpson,Simpson Home,"Oh, that might be a typo.",oh that might be a typo,6,92,5,
27255,92,157,(Smartline Studio: INT. SMARTLINE STUDIO),740000,false,,968.0,,Smartline Studio,,,,92,5,
27256,92,158,"Kent Brockman: Mr. Simpson, how do you respond to the charge that petty vandalism such as graffiti is down 80 percent, while heavy sack beatings are up a shocking 900 percent?",740000,true,211,968.0,Kent Brockman,Smartline Studio,"Mr. Simpson, how do you respond to the charge that petty vandalism such as graffiti is down 80 percent, while heavy sack beatings are up a shocking 900 percent?",mr simpson how do you respond to the charge that petty vandalism such as graffiti is down 80 percent while heavy sack beatings are up a shocking 900 percent,29,92,5,
27257,92,159,"Homer Simpson: Aw, people can come up with statistics to prove anything, Kent. Forty percent of all people know that.",749000,true,2,968.0,Homer Simpson,Smartline Studio,"Aw, people can come up with statistics to prove anything, Kent. Forty percent of all people know that.",aw people can come up with statistics to prove anything kent forty percent of all people know that,18,92,5,
27258,92,160,"Kent Brockman: I see. Well, what do you say to the accusation that your group has been causing more crimes than it's been preventing?",755000,true,211,968.0,Kent Brockman,Smartline Studio,"I see. Well, what do you say to the accusation that your group has been causing more crimes than it's been preventing?",i see well what do you say to the accusation that your group has been causing more crimes than its been preventing,22,92,5,
27259,92,161,"Homer Simpson: Oh, Kent, I'd be lying if I said my men weren't committing crimes. (LONG PAUSE)",760000,true,2,968.0,Homer Simpson,Smartline Studio,"Oh, Kent, I'd be lying if I said my men weren't committing crimes.",oh kent id be lying if i said my men werent committing crimes,13,92,5,
27260,92,162,Kent Brockman: (IMPRESSED) Touché.,765000,true,211,968.0,Kent Brockman,Smartline Studio,Touché.,touché,1,92,5,
27261,92,163,"Kent Brockman: Well, it looks like we have our first caller. And I mean ever, because this is not a call-in show. (THEN) Hello, you're on the air.",767000,true,211,968.0,Kent Brockman,Smartline Studio,"Well, it looks like we have our first caller. And I mean ever, because this is not a call-in show. Hello, you're on the air.",well it looks like we have our first caller and i mean ever because this is not a call-in show hello youre on the air,25,92,5,
27262,92,164,"Cat Burglar: Hello, Kent. Hello, Homer, my arch nemesis.",774000,true,1320,968.0,Cat Burglar,Smartline Studio,"Hello, Kent. Hello, Homer, my arch nemesis.",hello kent hello homer my arch nemesis,7,92,5,
27263,92,165,Homer Simpson: Y'ello.,779000,true,2,968.0,Homer Simpson,Smartline Studio,Y'ello.,yello,1,92,5,
27264,92,166,"Cat Burglar: Uh, you do realize who this is...",781000,true,1320,968.0,Cat Burglar,Smartline Studio,"Uh, you do realize who this is...",uh you do realize who this is,7,92,5,
27265,92,167,Homer Simpson: Uh... Marge?,784000,true,2,968.0,Homer Simpson,Smartline Studio,Uh... Marge?,uh marge,2,92,5,
27266,92,168,"Cat Burglar: No, Homer, I'm not your wife, although I do enjoy her pearls. As a matter of fact, I'm holding them right now. Listen.",786000,true,1320,968.0,Cat Burglar,Smartline Studio,"No, Homer, I'm not your wife, although I do enjoy her pearls. As a matter of fact, I'm holding them right now. Listen.",no homer im not your wife although i do enjoy her pearls as a matter of fact im holding them right now listen,23,92,5,
27267,92,169,Homer Simpson: Why you monster! And you have my daughter's saxophone too!,794000,true,2,968.0,Homer Simpson,Smartline Studio,Why you monster! And you have my daughter's saxophone too!,why you monster and you have my daughters saxophone too,10,92,5,
27268,92,170,"Kent Brockman: Homer, that's our stage manager!",799000,true,211,968.0,Kent Brockman,Smartline Studio,"Homer, that's our stage manager!",homer thats our stage manager,5,92,5,
27269,92,171,Homer Simpson: (EMBARRASSED) Oh sorry. I'm a little nervous.,804000,true,2,968.0,Homer Simpson,Smartline Studio,Oh sorry. I'm a little nervous.,oh sorry im a little nervous,6,92,5,
27270,92,172,"Cat Burglar: It may interest you to know that for my next crime I'll be pinching the pride and joy of the Springfield Museum, the world's largest cubic zirconia.",807000,true,1320,968.0,Cat Burglar,Smartline Studio,"It may interest you to know that for my next crime I'll be pinching the pride and joy of the Springfield Museum, the world's largest cubic zirconia.",it may interest you to know that for my next crime ill be pinching the pride and joy of the springfield museum the worlds largest cubic zirconia,27,92,5,
27271,92,173,"Homer Simpson: Listen, Mr. Cat Burglar, I vow to go without sleep and guard the Springfield museum day and night for as long as it takes, from now on (CONSIDERING) unless you want to taunt me more by giving me an approximate time.",815000,true,2,968.0,Homer Simpson,Smartline Studio,"Listen, Mr. Cat Burglar, I vow to go without sleep and guard the Springfield museum day and night for as long as it takes, from now on unless you want to taunt me more by giving me an approximate time.",listen mr cat burglar i vow to go without sleep and guard the springfield museum day and night for as long as it takes from now on unless you want to taunt me more by giving me an approximate time,40,92,5,
27272,92,174,Homer Simpson: (À LA MERV) We'll be right back.,828000,true,2,968.0,Homer Simpson,Smartline Studio,We'll be right back.,well be right back,4,92,5,
27273,92,175,Kent Brockman: (ANNOYED) I get to say that.,828000,true,211,968.0,Kent Brockman,Smartline Studio,I get to say that.,i get to say that,5,92,5,
27274,92,176,(Springfield Museum: Ext. Springfield museum - night),832000,false,,282.0,,Springfield Museum,,,,92,5,
27275,92,177,"Grampa Simpson: Son, we wanna help you catch that plug-ugly-yegg.",832000,true,31,282.0,Grampa Simpson,Springfield Museum,"Son, we wanna help you catch that plug-ugly-yegg.",son we wanna help you catch that plug-ugly-yegg,8,92,5,
27276,92,178,"Homer Simpson: (CONDESCENDING) Dad, the best way for you to help is to set a good example. Just stand around and don't steal anything.",836000,true,2,282.0,Homer Simpson,Springfield Museum,"Dad, the best way for you to help is to set a good example. Just stand around and don't steal anything.",dad the best way for you to help is to set a good example just stand around and dont steal anything,21,92,5,
27277,92,179,Homer Simpson: Hey!,845000,true,2,282.0,Homer Simpson,Springfield Museum,Hey!,hey,1,92,5,
27278,92,180,Grampa Simpson: We're on our break!,845000,true,31,282.0,Grampa Simpson,Springfield Museum,We're on our break!,were on our break,4,92,5,
27279,92,181,Seymour Skinner: Any sign of the burglar yet?,848000,true,3,282.0,Seymour Skinner,Springfield Museum,Any sign of the burglar yet?,any sign of the burglar yet,6,92,5,
27280,92,182,Homer Simpson: (SMALL SMILE) He'll show.,848000,true,2,282.0,Homer Simpson,Springfield Museum,He'll show.,hell show,2,92,5,
27281,92,183,Seymour Skinner: How's that?,851000,true,3,282.0,Seymour Skinner,Springfield Museum,How's that?,hows that,2,92,5,
27282,92,184,Homer Simpson: It's his job.,851000,true,2,282.0,Homer Simpson,Springfield Museum,It's his job.,its his job,3,92,5,
27283,92,185,Seymour Skinner: (BEAT) How's that?,852000,true,3,282.0,Seymour Skinner,Springfield Museum,How's that?,hows that,2,92,5,
27284,92,186,Homer Simpson: He's a burglar.,852000,true,2,282.0,Homer Simpson,Springfield Museum,He's a burglar.,hes a burglar,3,92,5,
27285,92,187,"Homer Simpson: Well, Mr. Cat Burglar, you'd like to get in here, wouldn't you? There's just one little problem. Thirty-six years ago some lady gave birth to a man named Homer J. Sim --(SPOTTING SOMETHING) Oh my God! Underage kids drinking beer without a permit!",855000,true,2,282.0,Homer Simpson,Springfield Museum,"Well, Mr. Cat Burglar, you'd like to get in here, wouldn't you? There's just one little problem. Thirty-six years ago some lady gave birth to a man named Homer J. Sim -- Oh my God! Underage kids drinking beer without a permit!",well mr cat burglar youd like to get in here wouldnt you theres just one little problem thirty-six years ago some lady gave birth to a man named homer j sim -- oh my god underage kids drinking beer without a permit,42,92,5,
27286,92,188,Kids: Chug! Chug! Chug! Chug! Chug!,889000,true,39,282.0,Kids,Springfield Museum,Chug! Chug! Chug! Chug! Chug!,chug chug chug chug chug,5,92,5,
27287,92,189,(Simpson Home: INT. Simpson home),897000,false,,5.0,,Simpson Home,,,,92,5,
27288,92,190,Homer Simpson: Asleep at the switch! I wasn't asleep! I was drunk!,897000,true,2,5.0,Homer Simpson,Simpson Home,Asleep at the switch! I wasn't asleep! I was drunk!,asleep at the switch i wasnt asleep i was drunk,10,92,5,
27289,92,191,"Bart Simpson: (TENDERLY) I believe you, Dad.",901000,true,8,5.0,Bart Simpson,Simpson Home,"I believe you, Dad.",i believe you dad,4,92,5,
27290,92,192,"Homer Simpson: Well, no matter what the paper says, I still have a job to do.",903000,true,2,5.0,Homer Simpson,Simpson Home,"Well, no matter what the paper says, I still have a job to do.",well no matter what the paper says i still have a job to do,14,92,5,
27291,92,193,(Simpson Home: Ext. Simpsons' House),907000,false,,5.0,,Simpson Home,,,,92,5,
27292,92,194,"Barney Gumble: Go home, Simpson.",907000,true,18,5.0,Barney Gumble,Simpson Home,"Go home, Simpson.",go home simpson,3,92,5,
27293,92,195,"Jimbo Jones: You let me down, man. Now I don't believe in nothing no more. I'm going to law school.",914000,true,144,5.0,Jimbo Jones,Simpson Home,"You let me down, man. Now I don't believe in nothing no more. I'm going to law school.",you let me down man now i dont believe in nothing no more im going to law school,18,92,5,
27294,92,196,Homer Simpson: Nooooo!,921000,true,2,5.0,Homer Simpson,Simpson Home,Nooooo!,nooooo,1,92,5,
27295,92,197,"Lisa Simpson: Dad, maybe this will cheer you up.",924000,true,9,5.0,Lisa Simpson,Simpson Home,"Dad, maybe this will cheer you up.",dad maybe this will cheer you up,7,92,5,
27296,92,198,"Homer Simpson: (MOANS) Oh, this doesn't work any more.",927000,true,2,5.0,Homer Simpson,Simpson Home,"Oh, this doesn't work any more.",oh this doesnt work any more,6,92,5,
27297,92,199,Homer Simpson: (QUICKLY) I didn't say stop.,932000,true,2,5.0,Homer Simpson,Simpson Home,I didn't say stop.,i didnt say stop,4,92,5,
27298,92,200,(Simpson Home: Int. Simpsons House - Day),938000,false,,5.0,,Simpson Home,,,,92,5,
27299,92,201,Marge Simpson: Oh my! I had no idea how much this town loved that zirconia.,938000,true,1,5.0,Marge Simpson,Simpson Home,Oh my! I had no idea how much this town loved that zirconia.,oh my i had no idea how much this town loved that zirconia,13,92,5,
27300,92,202,Grampa Simpson: Let me through! Coming through!,941000,true,31,5.0,Grampa Simpson,Simpson Home,Let me through! Coming through!,let me through coming through,5,92,5,
27301,92,203,"Lisa Simpson: Oh, Grampa. They pelted you too?",944000,true,9,5.0,Lisa Simpson,Simpson Home,"Oh, Grampa. They pelted you too?",oh grampa they pelted you too,6,92,5,
27302,92,204,Grampa Simpson: No. Actually I fell down at the Big Boy.,946000,true,31,5.0,Grampa Simpson,Simpson Home,No. Actually I fell down at the Big Boy.,no actually i fell down at the big boy,9,92,5,
27303,92,205,"Grampa Simpson: Son, I've come to help you. I know who the cat burglar is.",949000,true,31,5.0,Grampa Simpson,Simpson Home,"Son, I've come to help you. I know who the cat burglar is.",son ive come to help you i know who the cat burglar is,13,92,5,
27304,92,206,"Lisa Simpson: (EXCITED, AD LIBBING) What? Who? Huh? What?",954000,true,9,5.0,Lisa Simpson,Simpson Home,What? Who? Huh? What?,what who huh what,4,92,5,
27305,92,207,"Grampa Simpson: (GLOATING) Well, well, well. Before I was too old and no one wanted my help. Suddenly, look who comes to old Grampa for--wait! Where're you going?",956000,true,31,5.0,Grampa Simpson,Simpson Home,"Well, well, well. Before I was too old and no one wanted my help. Suddenly, look who comes to old Grampa for--wait! Where're you going?",well well well before i was too old and no one wanted my help suddenly look who comes to old grampa for--wait wherere you going,25,92,5,
27306,92,208,Grampa Simpson: (PATHETIC) Come back. I'll tell you.,966000,true,31,5.0,Grampa Simpson,Simpson Home,Come back. I'll tell you.,come back ill tell you,5,92,5,
27307,92,209,Grampa Simpson: He was right under my nose the whole time. He lives in my retirement home. His name is Molloy.,969000,true,31,5.0,Grampa Simpson,Simpson Home,He was right under my nose the whole time. He lives in my retirement home. His name is Molloy.,he was right under my nose the whole time he lives in my retirement home his name is molloy,19,92,5,
27308,92,210,"Lisa Simpson: Wow! How'd you track him down, Grampa?",977000,true,9,5.0,Lisa Simpson,Simpson Home,"Wow! How'd you track him down, Grampa?",wow howd you track him down grampa,7,92,5,
27309,92,211,Grampa Simpson: Good question.,979000,true,31,5.0,Grampa Simpson,Simpson Home,Good question.,good question,2,92,5,
27310,92,212,(Hallway: int. hallway),981000,false,,137.0,,Hallway,,,,92,5,
27311,92,213,Grampa Simpson: On one of my frequent trips to the ground... I noticed Molloy wore sneakers.,981000,true,31,137.0,Grampa Simpson,Hallway,On one of my frequent trips to the ground... I noticed Molloy wore sneakers.,on one of my frequent trips to the ground i noticed molloy wore sneakers,14,92,5,
27312,92,214,Grampa Simpson: (POINTEDLY) For sneaking! My next clue came just yesterday at the museum. We felt slighted by your age-bashing and started home.,989000,true,31,137.0,Grampa Simpson,Hallway,For sneaking! My next clue came just yesterday at the museum. We felt slighted by your age-bashing and started home.,for sneaking my next clue came just yesterday at the museum we felt slighted by your age-bashing and started home,20,92,5,
27313,92,215,(Museum: ext. museum),998000,false,,372.0,,Museum,,,,92,5,
27314,92,216,"Grampa Simpson: Molloy said, 'I'll catch up with you.'",998000,true,31,372.0,Grampa Simpson,Museum,"Molloy said, 'I'll catch up with you.'",molloy said ill catch up with you,7,92,5,
27315,92,217,"Grampa Simpson: I couldn't quite put my finger on it. There was something strange about the way he walked. Much more vertical than usual. And finally, Molloy, unlike most retired people, has the world's largest cubic zirconia on his coffee table.",998000,true,31,372.0,Grampa Simpson,Museum,"I couldn't quite put my finger on it. There was something strange about the way he walked. Much more vertical than usual. And finally, Molloy, unlike most retired people, has the world's largest cubic zirconia on his coffee table.",i couldnt quite put my finger on it there was something strange about the way he walked much more vertical than usual and finally molloy unlike most retired people has the worlds largest cubic zirconia on his coffee table,39,92,5,
27316,92,218,"Homer Simpson: Aw, Dad, I could kiss you.",1023000,true,2,372.0,Homer Simpson,Museum,"Aw, Dad, I could kiss you.",aw dad i could kiss you,6,92,5,
27317,92,219,Grampa Simpson: Well kiss me right here. It's the only part that still has feeling.,1025000,true,31,372.0,Grampa Simpson,Museum,Well kiss me right here. It's the only part that still has feeling.,well kiss me right here its the only part that still has feeling,13,92,5,
27318,92,220,(Simpson Home: ext. simpson house),1029000,false,,5.0,,Simpson Home,,,,92,5,
27319,92,221,Homer Simpson: No wait! I know where the burglar is!,1029000,true,2,5.0,Homer Simpson,Simpson Home,No wait! I know where the burglar is!,no wait i know where the burglar is,8,92,5,
27320,92,222,Grampa Simpson: To the retirement home!,1033000,true,31,5.0,Grampa Simpson,Simpson Home,To the retirement home!,to the retirement home,4,92,5,
27321,92,223,Crowd: Hooray!,1033000,true,75,5.0,Crowd,Simpson Home,Hooray!,hooray,1,92,5,
27322,92,224,(Springfield Retirement Castle: Int. old folks home - cat burglar's room),1037000,false,,79.0,,Springfield Retirement Castle,,,,92,5,
27323,92,225,Seymour Skinner: And there she is: the world's largest cubic zirconia.,1037000,true,3,79.0,Seymour Skinner,Springfield Retirement Castle,And there she is: the world's largest cubic zirconia.,and there she is the worlds largest cubic zirconia,9,92,5,
27324,92,226,Moe Szyslak: What an eyesore.,1046000,true,17,79.0,Moe Szyslak,Springfield Retirement Castle,What an eyesore.,what an eyesore,3,92,5,
27325,92,227,"Homer Simpson: (SMOOTHLY) So, Mr. Molloy. It seems that the cat has been caught by the very person that was trying to catch him.",1048000,true,2,79.0,Homer Simpson,Springfield Retirement Castle,"So, Mr. Molloy. It seems that the cat has been caught by the very person that was trying to catch him.",so mr molloy it seems that the cat has been caught by the very person that was trying to catch him,21,92,5,
27326,92,228,Seymour Skinner: How ironic.,1056000,true,3,79.0,Seymour Skinner,Springfield Retirement Castle,How ironic.,how ironic,2,92,5,
27327,92,229,"Molloy: Homer old chum. Well done. If anyone was going to catch me, I'm glad it was you.",1056000,true,1315,79.0,Molloy,Springfield Retirement Castle,"Homer old chum. Well done. If anyone was going to catch me, I'm glad it was you.",homer old chum well done if anyone was going to catch me im glad it was you,17,92,5,
27328,92,230,"Homer Simpson: Actually, it wasn't me. It was my Dad, Grampa.",1062000,true,2,79.0,Homer Simpson,Springfield Retirement Castle,"Actually, it wasn't me. It was my Dad, Grampa.",actually it wasnt me it was my dad grampa,9,92,5,
27329,92,231,"Grampa Simpson: Thanks, son. So you see old people aren't so useless after all. Molloy's old and he outsmarted the lot of ya. And I'm even older and I outsmarted him. (LAUGHS)",1066000,true,31,79.0,Grampa Simpson,Springfield Retirement Castle,"Thanks, son. So you see old people aren't so useless after all. Molloy's old and he outsmarted the lot of ya. And I'm even older and I outsmarted him.",thanks son so you see old people arent so useless after all molloys old and he outsmarted the lot of ya and im even older and i outsmarted him,29,92,5,
27330,92,232,Moe Szyslak: Shut up.,1078000,true,17,79.0,Moe Szyslak,Springfield Retirement Castle,Shut up.,shut up,2,92,5,
27331,92,233,Grampa Simpson: I've had my moment.,1078000,true,31,79.0,Grampa Simpson,Springfield Retirement Castle,I've had my moment.,ive had my moment,4,92,5,
27332,92,234,"Molloy: And of course, I'm happy to return all of your treasured possessions.",1082000,true,1315,79.0,Molloy,Springfield Retirement Castle,"And of course, I'm happy to return all of your treasured possessions.",and of course im happy to return all of your treasured possessions,12,92,5,
27333,92,235,"Molloy: (HANDING IT TO HER) Selma, my dear, your lock of MacGyver's hair.",1086000,true,1315,79.0,Molloy,Springfield Retirement Castle,"Selma, my dear, your lock of MacGyver's hair.",selma my dear your lock of macgyvers hair,8,92,5,
27334,92,236,Selma Bouvier: (EXCITED NOISE) Thank you. I'll add it to the ball.,1092000,true,22,79.0,Selma Bouvier,Springfield Retirement Castle,Thank you. I'll add it to the ball.,thank you ill add it to the ball,8,92,5,
27335,92,237,"Molloy: And little Lisa, here's your saxophone.",1096000,true,1315,79.0,Molloy,Springfield Retirement Castle,"And little Lisa, here's your saxophone.",and little lisa heres your saxophone,6,92,5,
27336,92,238,"Lisa Simpson: Thank you. And thank you, Dad. You got it back, just like you said you would.",1099000,true,9,79.0,Lisa Simpson,Springfield Retirement Castle,"Thank you. And thank you, Dad. You got it back, just like you said you would.",thank you and thank you dad you got it back just like you said you would,16,92,5,
27337,92,239,"Molloy: I sincerely regret any inconvenience I may have caused. And although I have stolen your material goods, let me assure you that your dear town has stolen my heart.",1106000,true,1315,79.0,Molloy,Springfield Retirement Castle,"I sincerely regret any inconvenience I may have caused. And although I have stolen your material goods, let me assure you that your dear town has stolen my heart.",i sincerely regret any inconvenience i may have caused and although i have stolen your material goods let me assure you that your dear town has stolen my heart,29,92,5,
27338,92,240,Crowd: (TOUCHED) Awwwww.,1115000,true,75,79.0,Crowd,Springfield Retirement Castle,Awwwww.,awwwww,1,92,5,
27339,92,241,"Seymour Skinner: Oh, he's so charming!",1117000,true,3,79.0,Seymour Skinner,Springfield Retirement Castle,"Oh, he's so charming!",oh hes so charming,4,92,5,
27340,92,242,Barney Gumble: Let's let him go.,1117000,true,18,79.0,Barney Gumble,Springfield Retirement Castle,Let's let him go.,lets let him go,4,92,5,
27341,92,243,Crowd: Yeah!,1120000,true,75,79.0,Crowd,Springfield Retirement Castle,Yeah!,yeah,1,92,5,
27342,92,244,"Chief Wiggum: Oh, sorry, folks. Gee, I really hate to spoil this little love-in, but Mr. Molloy broke the law. And when you break the law, you gotta go to jail.",1120000,true,71,79.0,Chief Wiggum,Springfield Retirement Castle,"Oh, sorry, folks. Gee, I really hate to spoil this little love-in, but Mr. Molloy broke the law. And when you break the law, you gotta go to jail.",oh sorry folks gee i really hate to spoil this little love-in but mr molloy broke the law and when you break the law you gotta go to jail,29,92,5,
27343,92,245,"Mayor Joe Quimby: Uh, that reminds me, uh, here's your monthly kickback.",1130000,true,240,79.0,Mayor Joe Quimby,Springfield Retirement Castle,"Uh, that reminds me, uh, here's your monthly kickback.",uh that reminds me uh heres your monthly kickback,9,92,5,
27344,92,246,"Chief Wiggum: You just, you couldn't have picked a worse time.",1133000,true,71,79.0,Chief Wiggum,Springfield Retirement Castle,"You just, you couldn't have picked a worse time.",you just you couldnt have picked a worse time,9,92,5,
27345,92,247,(Springfield Police Station: Int. police station),1136000,false,,192.0,,Springfield Police Station,,,,92,5,
27346,92,248,Homer Simpson: (SINGSONG) I caught the cat burglar. I caught the cat burglar. That means you. You are the cat burglar.,1136000,true,2,192.0,Homer Simpson,Springfield Police Station,I caught the cat burglar. I caught the cat burglar. That means you. You are the cat burglar.,i caught the cat burglar i caught the cat burglar that means you you are the cat burglar,18,92,5,
27347,92,249,Molloy: (SHIFTY) I suppose you're wondering where I hid all the millions of dollars I stole over the years.,1144000,true,1315,192.0,Molloy,Springfield Police Station,I suppose you're wondering where I hid all the millions of dollars I stole over the years.,i suppose youre wondering where i hid all the millions of dollars i stole over the years,17,92,5,
27348,92,250,Homer Simpson: Shut up.,1147000,true,2,192.0,Homer Simpson,Springfield Police Station,Shut up.,shut up,2,92,5,
27349,92,251,"Chief Wiggum: Oh, wait a minute. Maybe we should uh, hear him out. Where'd you hide the loot, Molloy?",1147000,true,71,192.0,Chief Wiggum,Springfield Police Station,"Oh, wait a minute. Maybe we should uh, hear him out. Where'd you hide the loot, Molloy?",oh wait a minute maybe we should uh hear him out whered you hide the loot molloy,17,92,5,
27350,92,252,"Molloy: It's buried right here in Springfield, under a Big T.",1152000,true,1315,192.0,Molloy,Springfield Police Station,"It's buried right here in Springfield, under a Big T.",its buried right here in springfield under a big t,10,92,5,
27351,92,253,Homer Simpson: (VERY CASUAL) No kidding.,1152000,true,2,192.0,Homer Simpson,Springfield Police Station,No kidding.,no kidding,2,92,5,
27352,92,254,"Chief Wiggum: (VERY CASUAL) Big T, huh?",1158000,true,71,192.0,Chief Wiggum,Springfield Police Station,"Big T, huh?",big t huh,3,92,5,
27353,92,255,"Homer Simpson: Well, I guess I'll be going to my home now and... sleep.",1160000,true,2,192.0,Homer Simpson,Springfield Police Station,"Well, I guess I'll be going to my home now and... sleep.",well i guess ill be going to my home now and sleep,12,92,5,
27354,92,256,"Chief Wiggum: Yeah, me too. I will also go home for sleep.",1166000,true,71,192.0,Chief Wiggum,Springfield Police Station,"Yeah, me too. I will also go home for sleep.",yeah me too i will also go home for sleep,10,92,5,
27355,92,257,(Downtown Springfield: Ext. downtown Springfield),1169000,false,,449.0,,Downtown Springfield,,,,92,5,
27356,92,258,Homer Simpson: (FRANTIC) Lemme through! I gotta find a Big T. There's millions of dollars buried under a Big T!,1169000,true,2,449.0,Homer Simpson,Downtown Springfield,Lemme through! I gotta find a Big T. There's millions of dollars buried under a Big T!,lemme through i gotta find a big t theres millions of dollars buried under a big t,17,92,5,
27357,92,259,(Springfield Police Station: Int. police station - MOLLOY'S cell),1180000,false,,192.0,,Springfield Police Station,,,,92,5,
27358,92,260,Chief Wiggum: We need more information.,1180000,true,71,192.0,Chief Wiggum,Springfield Police Station,We need more information.,we need more information,4,92,5,
27359,92,261,Molloy: It's buried at 4723 Maple Valley Road.,1193000,true,1315,192.0,Molloy,Springfield Police Station,It's buried at 4723 Maple Valley Road.,its buried at 4723 maple valley road,7,92,5,
27360,92,262,"Molloy: Ah, you take highway 201 south for 15 minutes... take a left at the left.",1198000,true,1315,192.0,Molloy,Springfield Police Station,"Ah, you take highway 201 south for 15 minutes... take a left at the left.",ah you take highway 201 south for 15 minutes take a left at the left,15,92,5,
27361,92,263,"Barney Gumble: Oh, that was fun, ladies!",1205000,true,18,192.0,Barney Gumble,Springfield Police Station,"Oh, that was fun, ladies!",oh that was fun ladies,5,92,5,
27362,92,264,"Driver: (À LA PHIL SILVERS) Whatsa matter with you, kid? You told me the stream was shallow. Why you... (FRUSTRATED LAUGHTER) oh kid... I'll kill you...",1222000,true,685,192.0,Driver,Springfield Police Station,"Whatsa matter with you, kid? You told me the stream was shallow. Why you... oh kid... I'll kill you...",whatsa matter with you kid you told me the stream was shallow why you oh kid ill kill you,19,92,5,
